customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
5609-IMCGG,0,Female,0,0,0,15,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.35,84.35,2.8
5614-DNZCE,0,Female,0,0,0,58,1,0,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),64.9,64.9,2.2
5616-PRTNT,1,Male,0,0,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.4,19.4,0.6
5619-PTMIK,0,Female,0,1,0,46,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,53.1,53.1,1.8
5619-XZZKR,0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,19.95,0.7
5622-UEJFI,0,Female,0,1,1,35,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.4,25.4,0.8
5624-BQSSA,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.95,20.95,0.7
5624-RYAMH,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.5,19.5,0.6
5626-MGTUK,0,Female,0,0,0,20,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.1,89.1,3.0
5627-TVBPP,0,Female,0,0,1,35,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.1,20.1,0.7
5628-FCGYG,0,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,84.1,2.8
5628-RKIFK,0,Female,1,0,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,101.55,3.4
5630-AHZIL,0,Female,0,0,1,3,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),64.5,64.5,2.2
5630-IXDXV,0,Female,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.35,106.35,3.5
5639-NTUPK,0,Male,0,0,1,13,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.1,52.1,1.7
5640-CAXOA,0,Female,0,0,0,30,0,0,DSL,0,0,0,1,0,1,One year,1,Credit card (automatic),40.35,40.35,1.3
5641-DMBFJ,0,Female,0,1,0,58,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.3,84.3,2.8
5642-MHDQT,0,Female,0,1,1,53,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,19.85,0.7
5644-PDMZC,1,Female,1,0,0,2,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.5,89.5,3.0
5647-FXOTP,0,Female,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,105.9,3.5
5647-URDKA,0,Male,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,19.7,0.7
5649-ANRML,1,Male,1,0,0,2,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,95.1,3.2
5649-RXQTV,0,Male,0,0,0,51,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.0,99.0,3.3
5649-TJHOV,1,Male,1,1,0,27,0,0,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),36.5,36.5,1.2
5649-VUKMC,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,One year,0,Mailed check,95.5,95.5,3.2
5650-VDUDS,1,Female,0,0,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.25,24.25,0.8
5650-YLIBA,0,Male,0,0,0,31,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.15,81.15,2.7
5651-CPDND,0,Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,46.0,1.5
5651-CRHKQ,0,Female,0,1,0,41,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),86.2,86.2,2.9
5651-WYIPH,0,Female,1,0,0,18,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,49.85,1.7
5651-YLPRD,0,Female,0,1,1,32,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,86.1,86.1,2.9
5652-MSDEY,0,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.75,75.75,2.5
5655-JSMZM,1,Male,1,0,0,49,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.2,96.2,3.2
5656-JAMLX,0,Male,0,0,0,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,19.85,0.7
5656-MJEFC,0,Male,0,1,1,42,0,0,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),48.15,48.15,1.6
5663-QBGIS,0,Male,1,1,0,72,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),98.35,98.35,3.3
5666-CYCYZ,0,Female,0,0,0,24,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,89.55,89.55,3.0
5666-MBJPT,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.1,25.1,0.8
5668-MEISB,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,0,Credit card (automatic),106.1,106.1,3.5
5669-SRAIP,1,Female,0,0,0,5,0,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,39.5,39.5,1.3
5671-RQRLP,0,Female,1,1,0,70,1,1,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),75.65,75.65,2.5
5671-UUNXD,0,Female,1,1,0,50,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.65,100.65,3.4
5673-FSSMF,1,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,60.15,60.15,2.0
5673-TIYIB,1,Male,0,0,0,2,0,0,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,40.4,1.3
5676-CFLYY,0,Male,0,1,1,71,1,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),73.35,73.35,2.4
5678-VFNEQ,0,Female,0,1,0,71,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),104.1,104.1,3.5
5680-LQOGP,0,Female,0,0,0,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),82.45,82.45,2.7
5681-LLOEI,0,Male,0,1,1,43,1,1,Fiber optic,1,0,1,1,0,0,One year,1,Credit card (automatic),91.25,91.25,3.0
5684-FJVYR,0,Female,0,1,1,72,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),90.35,90.35,3.0
5685-IIXLY,1,Female,0,1,1,5,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,83.6,83.6,2.8
5686-CMAWK,0,Male,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,86.75,86.75,2.9
5687-DKDTV,1,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,0.7
5688-KZTSN,1,Male,0,1,1,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.0,20.0,0.7
5692-FPTAH,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1.5
5692-ICXLW,0,Male,1,0,0,31,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.7,90.7,3.0
5693-PIPCS,0,Male,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),99.65,99.65,3.3
5696-CEIQJ,0,Male,0,1,1,67,1,0,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),103.15,103.15,3.4
5696-EXCYS,0,Male,0,0,0,17,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.45,19.45,0.6
5696-JVVQY,0,Female,0,1,1,48,1,0,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),70.1,70.1,2.3
5696-QURRL,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.05,45.05,1.5
5697-GOMBF,0,Female,1,1,1,28,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,35.9,1.2
5698-BQJOH,1,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.4,94.4,3.1
5699-BNCAS,0,Male,1,0,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.65,24.65,0.8
5701-GUXDC,0,Female,0,1,0,26,0,0,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,35.4,1.2
5701-SVCWR,0,Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.0,24.0,0.8
5701-YVSVF,0,Female,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,82.9,2.8
5701-ZIKJE,0,Male,0,0,0,13,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.55,50.55,1.7
5702-KVQRD,0,Male,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,82.55,82.55,2.8
5702-SKUOB,0,Female,0,1,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.6,19.6,0.7
5707-ORNDZ,1,Male,1,0,0,9,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.55,54.55,1.8
5707-ZMDJP,0,Male,0,1,1,53,1,0,DSL,1,1,0,1,1,0,Two year,1,Mailed check,69.7,69.7,2.3
5708-EVONK,1,Female,0,1,1,58,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),93.4,93.4,3.1
5709-LVOEQ,0,Female,0,1,1,0,1,0,DSL,1,1,1,0,1,1,Two year,0,Mailed check,80.85,80.85,2.7
5712-AHQNN,0,Female,0,0,0,43,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.65,91.65,3.1
5712-PTIWW,1,Male,0,0,0,2,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,79.85,79.85,2.7
5712-VBOXD,0,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,20.15,0.7
5716-EZXZN,0,Female,0,1,1,65,1,1,Fiber optic,1,1,0,1,1,0,Two year,1,Credit card (automatic),99.05,99.05,3.3
5716-LIBJC,0,Female,0,0,1,13,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.15,104.15,3.5
5724-BIDBU,0,Male,0,1,0,49,1,1,DSL,1,0,0,0,0,0,One year,1,Electronic check,55.35,55.35,1.8
5726-CVNYA,0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,19.85,0.7
5727-MYATE,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.8,90.8,3.0
5729-KLZAR,1,Female,0,1,1,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.85,80.85,2.7
5730-DBDSI,0,Male,0,0,0,66,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.7,19.7,0.7
5730-RIITO,0,Female,1,0,0,43,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),33.45,33.45,1.1
5732-IKGQH,0,Male,1,1,0,52,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),104.45,104.45,3.5
5734-EJKXG,0,Female,0,0,0,61,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,118.6,118.6,4.0
5736-YEJAX,0,Male,0,0,1,69,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.45,79.45,2.6
5740-YHGTW,0,Male,0,1,1,70,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),97.55,97.55,3.3
5743-KHMNA,0,Male,0,0,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.55,25.55,0.9
5747-PMBSQ,1,Male,1,1,0,10,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,92.5,92.5,3.1
5748-RNCJT,1,Male,0,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),106.5,106.5,3.6
5751-USDBL,0,Male,0,1,1,46,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,81.0,81.0,2.7
5753-QQWPW,0,Female,0,0,0,28,1,0,DSL,1,1,0,1,0,0,One year,1,Electronic check,59.9,59.9,2.0
5756-JYOJT,0,Female,0,0,0,11,1,0,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),64.9,64.9,2.2
5756-OZRIO,0,Male,1,1,0,61,1,1,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,64.05,2.1
5759-RCVCB,1,Female,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,35.2,1.2
5760-FXFVO,0,Male,0,0,0,6,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,78.95,2.6
5760-IFJOZ,0,Male,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,107.95,107.95,3.6
5760-WRAHC,0,Female,1,0,0,22,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Mailed check,69.75,69.75,2.3
5762-TJXGK,0,Female,0,0,0,52,0,0,DSL,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),58.75,58.75,2.0
5766-FTRTS,0,Male,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.45,84.45,2.8
5766-XQXMQ,1,Female,0,0,0,29,1,0,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),68.85,68.85,2.3
5766-ZJYBB,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,19.4,0.6
5774-QPLTF,0,Male,0,1,1,50,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.35,20.35,0.7
5774-XZTQC,0,Female,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0.7
5777-KJIRB,0,Female,0,0,0,40,1,0,DSL,0,0,1,0,0,0,One year,1,Mailed check,50.25,50.25,1.7
5777-ZPQNC,0,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.15,20.15,0.7
5778-BVOFB,0,Female,0,0,0,9,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),59.5,59.5,2.0
5780-INQIK,0,Female,0,0,0,8,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,49.4,49.4,1.6
5781-BKHOP,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,0,Two year,0,Bank transfer (automatic),100.65,100.65,3.4
5781-RFZRP,0,Male,0,1,0,71,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.5,73.5,2.4
5787-KXGIY,0,Male,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,19.3,0.6
5788-YPOEG,0,Female,0,1,1,34,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.75,84.75,2.8
5789-LDFXO,0,Male,0,0,0,24,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.6,24.6,0.8
5791-KAJFD,0,Female,0,1,1,56,1,1,DSL,1,0,1,0,0,1,One year,1,Bank transfer (automatic),68.75,68.75,2.3
5792-JALQC,0,Female,1,0,0,52,1,1,DSL,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),59.85,59.85,2.0
5793-YOLJN,0,Female,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,21.0,21.0,0.7
5795-BKOYE,0,Female,0,1,1,69,1,0,DSL,0,1,1,1,0,0,One year,0,Bank transfer (automatic),59.1,59.1,2.0
5795-KTGUD,0,Female,0,1,0,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.8,110.8,3.7
5797-APWZC,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,90.6,3.0
5799-JRCZO,0,Female,0,0,1,63,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.5,19.5,0.6
5802-ADBRC,0,Female,0,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Mailed check,104.4,104.4,3.5
5803-NQJZO,0,Male,0,1,0,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),67.8,67.8,2.3
5804-HYIEZ,0,Male,0,1,1,70,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,106.05,106.05,3.5
5804-JMYIO,0,Female,0,1,1,39,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,19.75,0.7
5804-LEPIM,1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,70.35,2.3
5808-TOTXO,0,Female,0,0,1,3,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,20.55,0.7
5811-IWXYM,0,Female,0,1,1,52,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Bank transfer (automatic),101.25,101.25,3.4
5813-UECBU,1,Male,1,0,0,33,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.85,83.85,2.8
5815-HGGHV,0,Male,0,1,0,20,1,0,DSL,1,0,0,1,0,1,One year,1,Mailed check,64.15,64.15,2.1
5816-JMLGY,0,Female,0,1,1,70,1,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.4,80.4,2.7
5816-QVHRX,0,Female,0,0,0,37,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),100.3,100.3,3.3
5816-SCGFC,0,Female,1,0,0,7,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.3,51.3,1.7
5820-PTRYM,0,Female,1,1,0,56,1,1,DSL,1,1,1,1,0,0,One year,1,Credit card (automatic),68.45,68.45,2.3
5821-MMEIL,0,Female,0,1,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.9,19.9,0.7
5825-XJOCM,0,Male,0,0,1,48,1,1,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),64.4,64.4,2.1
5827-MWCZK,0,Male,0,1,1,56,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),96.95,96.95,3.2
5828-AVIPD,1,Male,0,1,1,19,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.95,100.95,3.4
5828-DWPIL,0,Male,1,1,0,62,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.1,89.1,3.0
5829-NVSQN,0,Female,0,1,0,23,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),68.75,68.75,2.3
5832-EXGTT,0,Male,0,1,1,29,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,60.2,60.2,2.0
5832-TRLPB,0,Male,0,0,0,29,1,0,DSL,0,0,1,1,1,1,One year,1,Bank transfer (automatic),75.35,75.35,2.5
5832-XKAES,1,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.8,69.8,2.3
5834-ASPWA,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.45,75.45,2.5
5835-BEQEU,1,Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.95,76.95,2.6
5837-LXSDN,0,Female,0,1,1,21,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.85,58.85,2.0
5839-SUYVZ,0,Male,0,0,0,16,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),74.55,74.55,2.5
5840-NVDCG,0,Female,0,1,1,16,1,0,DSL,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),68.25,68.25,2.3
5842-POCOP,1,Female,0,1,0,5,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Mailed check,88.9,88.9,3.0
5843-TTHGI,0,Female,0,0,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.0,50.0,1.7
5844-QVTAT,0,Female,0,1,1,33,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,58.45,58.45,1.9
5845-BZZIB,0,Male,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,20.1,0.7
5846-ABOBJ,0,Male,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,24.45,0.8
5846-NEQVZ,0,Male,0,1,1,71,1,0,DSL,1,0,1,1,0,1,Two year,1,Credit card (automatic),70.85,70.85,2.4
5846-QFDFI,0,Female,0,1,1,33,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Credit card (automatic),88.6,88.6,3.0
5847-MXBEO,0,Male,0,0,0,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.3,20.3,0.7
5848-FHRFC,0,Female,0,0,0,68,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,20.05,0.7
5849-ASHZJ,0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.05,20.05,0.7
5850-BDWCY,0,Female,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20.2,0.7
5854-KSRBJ,0,Male,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,25.4,0.8
5855-EIBDE,0,Female,0,1,0,49,1,1,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),106.65,106.65,3.6
5857-TYBCJ,0,Male,1,1,0,44,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,89.2,3.0
5857-XRECV,0,Female,0,0,1,2,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.5,20.5,0.7
5858-EAFCZ,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.45,44.45,1.5
5859-HZYLF,0,Male,0,1,1,26,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.15,19.15,0.6
5862-BRIXZ,0,Male,0,0,0,46,0,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),60.75,60.75,2.0
5863-OOKCL,0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.85,18.85,0.6
5868-CZJDR,1,Male,0,0,1,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,31.35,31.35,1.0
5868-YTYKS,0,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0.7
5868-YWPDW,1,Male,1,1,0,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.2,84.2,2.8
5871-DGTXZ,0,Male,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.8,19.8,0.7
5872-OEQNH,0,Female,0,0,0,60,0,0,DSL,1,0,1,0,0,1,One year,1,Electronic check,44.45,44.45,1.5
5875-YPQFJ,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,69.9,2.3
5876-HZVZM,1,Female,0,1,1,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Credit card (automatic),55.9,55.9,1.9
5876-QMYLD,0,Female,0,1,1,23,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,20.05,0.7
5879-HMFFH,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),88.05,88.05,2.9
5879-SESNB,0,Female,0,0,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,75.25,2.5
5882-CMAZQ,0,Female,0,1,1,5,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,34.25,34.25,1.1
5883-GTGVD,1,Male,0,0,0,19,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.95,99.95,3.3
5884-FBCTL,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.1,25.1,0.8
5884-GCYMI,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.4,69.4,2.3
5886-VLQVU,0,Male,0,1,0,35,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.85,89.85,3.0
5887-IKKYO,0,Male,0,1,1,58,1,1,Fiber optic,0,0,1,1,0,1,Two year,0,Bank transfer (automatic),94.35,94.35,3.1
5889-JTMUL,1,Female,1,1,0,50,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.05,95.05,3.2
5889-LFOLL,1,Female,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,84.6,2.8
5893-KCLGT,0,Female,0,0,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.75,19.75,0.7
5893-PYOLZ,0,Male,0,0,0,56,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),81.8,81.8,2.7
5895-QSXOD,0,Male,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.05,70.05,2.3
5896-NPFWW,1,Male,0,1,1,3,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,1.7
5897-ZYEKH,0,Female,1,1,0,67,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,105.6,105.6,3.5
5898-IGSLP,0,Male,0,1,1,31,1,1,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Electronic check,89.3,89.3,3.0
5899-MQZZL,1,Female,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,75.0,2.5
5899-OUVKV,0,Male,0,0,0,31,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.5,94.5,3.2
5902-WBLSE,0,Female,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.15,20.15,0.7
5906-BFOZT,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.5,19.5,0.6
5906-CVLHP,1,Female,0,1,1,45,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),54.15,54.15,1.8
5906-DVAPM,0,Female,0,1,1,55,1,1,DSL,1,1,0,1,1,0,One year,1,Credit card (automatic),75.0,75.0,2.5
